amaryllidaceae,aglio,estate
amaryllidaceae,agliofresco,primavera
amaryllidaceae,cipolla,tuttolanno
amaryllidaceae,cipollarossa,estate
amaryllidaceae,cipollabianca,primavera-estate
amaryllidaceae,cipolladorata,autunno-inverno
amaryllidaceae,scalogno,estate
amaryllidaceae,porro,autunno-inverno
amaryllidaceae,erbacipollina,primavera-estate
amaryllidaceae,cipollotto,primavera
amaryllidaceae,aglioorsino,primavera
amaryllidaceae,cipolladitropea,estate
amaryllidaceae,cipollaborettana,estate
amaryllidaceae,cipollaramata,autunno-inverno
amaryllidaceae,cipollapaglierina,estate
amaryllidaceae,cipolladigiarratana,estate
amaryllidaceae,cipolladiacquaviva,estate
amaryllidaceae,cipolladicannara,estate
amaryllidaceae,cipolladicertaldo,estate
amaryllidaceae,cipolladimontoro,estate
amaryllidaceae,cipolladibanari,estate
amaryllidaceae,cipolladisuasa,estate
amaryllidaceae,cipolladiparma,estate
amaryllidaceae,cipolladibrunate,estate
amaryllidaceae,cipolladivatolla,estate
amaryllidaceae,cipolladicastelnuovo,estate
amaryllidaceae,cipolladicavasso,estate
amaryllidaceae,cipolladitreschietto,estate
amaryllidaceae,cipolladimilano,estate
amaryllidaceae,cipolladibassano,estate
amaryllidaceae,cipolladialife,estate

apiaceae,carota,autunno-inverno  
apiaceae,sedano,autunno-inverno  
apiaceae,finocchio,autunno-inverno  
apiaceae,sedanorapa,autunno-inverno  
apiaceae,arracacha,autunno-inverno  

asteraceae,lattuga,primavera-estate  
asteraceae,radicchio,autunno-inverno  
asteraceae,carciofo,autunno-inverno  
asteraceae,cicoria,autunno-inverno  
asteraceae,indivia,autunno-inverno  
asteraceae,scarola,autunno-inverno  
asteraceae,topinambur,autunno-inverno  
asteraceae,tarassaco,primavera  
asteraceae,cardo,autunno-inverno  
asteraceae,scorzonera,autunno-inverno  

brassicaceae,broccolo,autunno-inverno  
brassicaceae,cavolfiore,autunno-inverno  
brassicaceae,cavolfiorebianco,autunno-inverno  
brassicaceae,cavolfioreverde,autunno-inverno  
brassicaceae,cavolfioreviola,autunno-inverno  
brassicaceae,cavolo,autunno-inverno  
brassicaceae,verza,autunno-inverno  
brassicaceae,cavoloverza,autunno-inverno  
brassicaceae,cavolocappuccio,autunno-inverno  
brassicaceae,cavolocappuccioverde,autunno-inverno  
brassicaceae,cavolocappuccioviola,autunno-inverno  
brassicaceae,cavolettidibruxelles,autunno-inverno  
brassicaceae,rapa,autunno-inverno  
brassicaceae,ravanello,primavera-estate  
brassicaceae,ravanellorosso,primavera-estate  
brassicaceae,ravanellobianco,primavera-estate  
brassicaceae,cimedirapa,autunno-inverno  
brassicaceae,cavolonero,autunno-inverno  
brassicaceae,mizuna,autunno-inverno  
brassicaceae,komatsuna,primavera-autunno  
brassicaceae,pakchoi,tuttolanno (inserra)  
brassicaceae,cavoloriccio,autunno-inverno  
brassicaceae,cavoloriccioverde,autunno-inverno  
brassicaceae,cavoloriccioviola,autunno-inverno  
brassicaceae,daikon,autunno-inverno  
brassicaceae,tatsoi,autunno-inverno  
brassicaceae,rucola,primavera-autunno  
brassicaceae,crescione,primavera-autunno  
brassicaceae,cavolorapa,autunno-inverno  
brassicaceae,broccoloromanesco,autunno-inverno  
brassicaceae,broccolini,autunno-inverno  
brassicaceae,rapini,autunno-inverno  
brassicaceae,gailan,autunno-inverno  

chenopodiaceae,barbabietola,autunno-inverno  
chenopodiaceae,bietola,tuttolanno  
chenopodiaceae,spinacio,autunno-inverno  
chenopodiaceae,agretti (barbadifrate),primavera  
chenopodiaceae,erbabuonenrico (spinacioselvatico),primavera-estate  
chenopodiaceae,salicornia (asparagodimare),primavera-estate  
chenopodiaceae,barbadifrate,primavera  
chenopodiaceae,spinacioselvatico,primavera-estate  
chenopodiaceae,asparagodimare,primavera-estate  

cucurbitaceae,zucchina,primavera-estate  
cucurbitaceae,zucca,autunno-inverno  
cucurbitaceae,cetriolo,primavera-estate  
cucurbitaceae,zuccabutternut,autunno-inverno  
cucurbitaceae,zuccahokkaido,autunno-inverno  
cucurbitaceae,zuccaspaghetti,autunno-inverno  
cucurbitaceae,zuccadelica,autunno-inverno  
cucurbitaceae,zuccamantovana,autunno-inverno  
cucurbitaceae,zuccaviolina,autunno-inverno  
cucurbitaceae,zuccaturban,autunno-inverno  
cucurbitaceae,zuccamarinadichioggia,autunno-inverno  
cucurbitaceae,zuccalungadinapoli,autunno-inverno  
cucurbitaceae,zuccapatisson,autunno-inverno  
cucurbitaceae,zuccaserpentedisicilia,estate  
cucurbitaceae,zuccatrombettadialbenga,estate  
cucurbitaceae,zuccazuccherinadipiacenza,autunno-inverno  
cucurbitaceae,zuccaberrettinapiacentina,autunno-inverno  
cucurbitaceae,zuccapiacentina,autunno-inverno  
cucurbitaceae,zuccadichioggia,autunno-inverno  
cucurbitaceae,zuccadirovigana,autunno-inverno  

fabaceae,fagiolo,estate-autunno  
fabaceae,cece,primavera-estate  
fabaceae,fava,primavera  
fabaceae,pisello,primavera  
fabaceae,lenticchia,primavera-estate  
fabaceae,soia,estate  
fabaceae,arachide,estate  
fabaceae,lupino,estate  
fabaceae,cicerchia,primavera-estate  
fabaceae,alfa-alfa,primavera-estate  

lamiaceae,basilico,estate  
lamiaceae,menta,primavera-estate  
lamiaceae,rosmarino,tuttolanno  
lamiaceae,salvia,tuttolanno  
lamiaceae,timo,tuttolanno  
lamiaceae,origano,estate  
lamiaceae,maggiorana,estate  
lamiaceae,melissa,primavera-estate  

poaceae,bambù,primavera
poaceae,germoglidibambù,primavera

solanaceae,pomodoro,estate
solanaceae,pomodorociliegino,estate
solanaceae,pomodorodatterino,estate
solanaceae,pomodorocuoredibue,estate
solanaceae,pomodorosanmarzano,estate
solanaceae,pomodoropachino,estate
solanaceae,pomodororoma,estate
solanaceae,pomodorocostolutofiorentino,estate
solanaceae,pomodoroperino,estate
solanaceae,patata,primavera-estate
solanaceae,patataapastagialla,primavera-estate
solanaceae,patataapastabianca,primavera-estate
solanaceae,patatarossa,primavera-estate
