id,category,cluster_switch_static,cluster_switch_fluid,switch_rate_static,cluster_size_static,cluster_size_fluid,perseverations,perseveration_words,intrusions,intrusion_words,avg_word_frequency,missing_word_freq_items,avg_aoa,missing_aoa_items
007-DlWW5ljGl,animali,0.0,0.0,0.0,1.0,1.0,0.0,[[]],1.0,"[[""banana""]]",9.530000000000001,[],4.76,[]
015-Wxp5TYig8,animali,2.5,2.5,0.1955128205128205,3.85,3.85,0.0,"[[], []]",1.5,"[[""animali"", ""attacchino""], [""allora""]]",0.8011538461538461,[],5.74,"[""allora"", ""animali"", ""attacchino"", ""canguro"", ""capra"", ""cavallo"", ""elefante"", ""gallo"", ""gatto"", ""giraffa"", ""ippopotamo"", ""leone"", ""maiale"", ""mucca"", ""pecora"", ""scimmia"", ""tigre""]"
PNRR-FE-PNRRFE037-211uvuoJK,animali,6.5,6.5,0.36645962732919257,2.107142857142857,2.107142857142857,0.5,"[[""cane""], []]",2.5,"[[""caccavallo"", ""scimpanz\u00e9""], [""la"", ""scimpanz\u00e9"", ""pescecane""]]",2.7116770186335404,[],9.195,"[""aquila"", ""caccavallo"", ""cammello"", ""canarino"", ""cavallo"", ""coccodrillo"", ""dromedario"", ""gallina"", ""gallo"", ""gatto"", ""ghepardo"", ""giraffa"", ""granchio"", ""la"", ""leone"", ""leopardo"", ""maiale"", ""orso"", ""pantera"", ""pappagallo"", ""pavone"", ""pecora"", ""pescecane"", ""pulcino"", ""rondine"", ""scimmia"", ""scimpanz\u00e9""]"
PNRR-FE-PNRRFE038-XW941PfLC,animali,8.0,8.0,0.3660714285714286,1.7922077922077921,1.7922077922077921,0.0,"[[], []]",6.0,"[[""ocra"", ""lippopotamo"", ""una"", ""dopo"", ""il"", ""lorso"", ""la"", ""i"", ""pesci""], [""pesci"", ""il"", ""lo""]]",2.2060714285714287,[],5.265000000000001,"[""anatra"", ""balena"", ""coniglio"", ""criceto"", ""delfino"", ""dopo"", ""elefante"", ""gallo"", ""gatto"", ""gufo"", ""i"", ""il"", ""la"", ""leone"", ""lippopotamo"", ""lo"", ""lorso"", ""lucertola"", ""ocra"", ""orso"", ""pavone"", ""pesci"", ""pinguino"", ""rinoceronte"", ""scimmia"", ""scoiattolo"", ""tacchino"", ""talpa"", ""tigre"", ""una"", ""volpe""]"
PNRR-FE-PNRRFE040-jb6URqzBH,animali,15.0,15.0,0.5675287356321839,1.556862745098039,1.556862745098039,0.0,"[[], []]",1.5,"[[""toro""], [""luca"", ""uccelli""]]",0.8939655172413794,[],7.178333333333333,"[""agnello"", ""antilope"", ""asino"", ""babbuino"", ""bertuccia"", ""biscia"", ""bue"", ""cammello"", ""dromedario"", ""ermellino"", ""farfalla"", ""gallina"", ""gatto"", ""geco"", ""giraffa"", ""istrice"", ""lince"", ""luca"", ""lupo"", ""maiale"", ""manzo"", ""mucca"", ""nutria"", ""pecora"", ""pesce"", ""pollo"", ""pulcino"", ""serpente"", ""tartaruga"", ""toro"", ""uccelli"", ""uccello"", ""upupa"", ""vitello"", ""volpe""]"
PNRR-FE-PNRRFE045-qpXEMmEA4,animali,10.0,10.0,0.4265873015873016,1.9196428571428572,1.9196428571428572,0.0,"[[], []]",2.5,"[[""new"", ""daino"", ""ramarro"", ""pesci""], [""scimpanz\u00e8""]]",13.568313492063492,[],6.816666666666666,"[""anatra"", ""asino"", ""capra"", ""cavallo"", ""cervo"", ""cinghiale"", ""coniglio"", ""daino"", ""elefante"", ""farfalla"", ""fenicottero"", ""formichiere"", ""gallina"", ""gatto"", ""giaguaro"", ""giraffa"", ""ippopotamo"", ""leone"", ""maiale"", ""mucca"", ""ornitorinco"", ""pecora"", ""pesci"", ""picchio"", ""poiana"", ""quaglia"", ""ragno"", ""ramarro"", ""rana"", ""scimpanz\u00e8"", ""serpente"", ""sparviero"", ""tigre"", ""topo""]"
PNRR-FE-PNRRFE046-mlpdnFzCW,animali,17.0,15.5,0.33333333333333337,2.45,2.661111111111111,7.0,"[[""leone"", ""aquila"", ""somaro"", ""cavallo"", ""alce"", ""licaone"", ""gatto"", ""scimmia"", ""elefante""], [""gazzella"", ""licaone"", ""gatto"", ""cane"", ""elefante""]]",7.5,"[[""cerbiatto"", ""siena"", ""vado"", ""ok"", ""pardo"", ""rinocero"", ""passerotto"", ""cinciallegra""], [""il"", ""e"", ""scimpanz\u00e8"", ""cerbiatto"", ""nome"", ""la"", ""cinciallegra""]]",1.4550980392156865,[],6.965833333333334,"[""alce"", ""antilope"", ""aquila"", ""balena"", ""branzino"", ""caimano"", ""canguro"", ""capodoglio"", ""cardellino"", ""cavallo"", ""cerbiatto"", ""cinciallegra"", ""civetta"", ""coccodrillo"", ""colombo"", ""coniglio"", ""corvo"", ""delfino"", ""e"", ""elefante"", ""farfalla"", ""gatto"", ""gazzella"", ""giaguaro"", ""iena"", ""il"", ""ippopotamo"", ""la"", ""lamantino"", ""leone"", ""lepre"", ""licaone"", ""lince"", ""merlo"", ""nome"", ""ok"", ""orata"", ""orca"", ""orso"", ""pardo"", ""passerotto"", ""pesce"", ""pescepalla"", ""pinguino"", ""pipistrello"", ""renna"", ""rinocero"", ""rondine"", ""salmone"", ""scimmia"", ""scimpanz\u00e8"", ""scoiattolo"", ""serpente"", ""siena"", ""somaro"", ""squalo"", ""squalobalena"", ""tigre"", ""topo"", ""tortora"", ""trota"", ""vado"", ""visone""]"
PNRR-FE-PNRRFE050-EMNBa6C5n,animali,16.0,16.0,0.49047619047619045,1.8017543859649123,1.8017543859649123,8.5,"[[""volpe"", ""leone"", ""elefante"", ""giraffa"", ""cavallo"", ""mucca"", ""pecora"", ""gatto"", ""pipistrello""], [""leone"", ""giraffa"", ""dromedario"", ""pecora"", ""gatto"", ""cane"", ""elefante""]]",2.0,"[[""drago"", ""grosso""], [""allora"", ""in""]]",163.79519047619047,[],5.00875,"[""allora"", ""aquila"", ""asino"", ""bufalo"", ""cammello"", ""capriolo"", ""cavallo"", ""cervo"", ""coccodrillo"", ""coniglio"", ""drago"", ""dromedario"", ""elefante"", ""gatto"", ""gazzella"", ""giraffa"", ""grosso"", ""leone"", ""leopardo"", ""lupo"", ""maialino"", ""mucca"", ""nutria"", ""pantera"", ""papera"", ""pecora"", ""pinguino"", ""pipistrello"", ""pollo"", ""scimmia"", ""serpente"", ""somaro"", ""suino"", ""tacchino"", ""volpe""]"
PNRR-FE-PNRRFE053-WcworDzsu,animali,8.0,7.0,0.34782608695652173,2.35,2.650793650793651,0.5,"[[], [""aquila""]]",2.0,"[[""scimpanz\u00e8""], [""fava"", ""allora"", ""scimpanz\u00e8""]]",0.8326086956521739,[],6.555,"[""allora"", ""aquila"", ""asino"", ""cammello"", ""cavallo"", ""colomba"", ""coniglio"", ""dromedario"", ""fagiano"", ""faraona"", ""fava"", ""gallina"", ""gatto"", ""gazza"", ""giraffa"", ""leone"", ""libellula"", ""maiale"", ""mucca"", ""pantera"", ""pecora"", ""piccione"", ""scimmia"", ""scimpanz\u00e8"", ""tacchino"", ""tigre""]"
PNRR-FE-PNRRFE054-5jAPAa18V,animali,8.5,7.0,0.3956521739130435,2.155555555555556,2.626984126984127,2.5,"[[""pantera""], [""gatto"", ""cane"", ""elefante"", ""topo""]]",1.0,"[[""e""], [""uffa""]]",1.113304347826087,[],6.41375,"[""airone"", ""balena"", ""coccodrillo"", ""coniglio"", ""criceto"", ""e"", ""elefante"", ""falco"", ""gallina"", ""gatto"", ""gazzella"", ""ghepardo"", ""giraffa"", ""gufo"", ""ippopotamo"", ""leone"", ""leopardo"", ""lepre"", ""pantera"", ""squalo"", ""tacchino"", ""topo"", ""tortora"", ""uffa""]"
